orderdate,status,customername,country,quantityordered,priceeach,productline,productname
2018-04-19,Shipped,Campbell-Taylor,Nigeria,41,189.26,Vintage Cars,1932 Model A Ford J-Coupe
2018-04-19,Shipped,Campbell-Taylor,Nigeria,44,62.26,Classic Cars,1976 Ford Gran Torino
2018-04-19,Shipped,Campbell-Taylor,Nigeria,17,115.90,Ships,HMS Bounty
2018-04-19,Shipped,Campbell-Taylor,Nigeria,13,33.23,Motorcycles,Democrat Series
2018-04-16,Shipped,"Classic Gift Ideas, Inc",USA,34,198.34,Planes,American Airlines: MD-11S
2018-04-16,Shipped,"Classic Gift Ideas, Inc",USA,18,72.05,Vintage Cars,1912 Ford Model T Delivery Wagon
2018-04-16,Shipped,"Classic Gift Ideas, Inc",USA,27,91.01,Vintage Cars,1904 Buick Runabout
2018-04-16,Shipped,"Classic Gift Ideas, Inc",USA,42,131.71,Ships,Light Series
2018-04-04,Shipped,Carey and Sons,Kiribati,40,211.76,Motorcycles,1982 Ducati 900 Monster
2018-04-20,Shipped,"Torres, Torres and Alexander",Equatorial Guinea,33,141.36,Classic Cars,Just Series
2018-04-20,Shipped,"Torres, Torres and Alexander",Equatorial Guinea,47,98.22,Trains,Collectable Wooden Train
2018-04-20,Shipped,"Torres, Torres and Alexander",Equatorial Guinea,14,171.06,Classic Cars,1995 Honda Civic
2018-04-08,Shipped,Muscle Machine Inc,USA,26,57.40,Motorcycles,2002 Yamaha YZR M1
2018-04-08,Shipped,Muscle Machine Inc,USA,14,118.55,Trucks and Buses,Performance Model
2018-04-08,Shipped,Muscle Machine Inc,USA,27,29.46,Vintage Cars,New Model
2018-04-08,Shipped,Muscle Machine Inc,USA,49,133.64,Trucks and Buses,Able Series
2018-04-07,Shipped,Wyatt Ltd,Ukraine,43,174.93,Classic Cars,What Series
2018-04-07,Shipped,Wyatt Ltd,Ukraine,19,151.36,Motorcycles,1997 BMW F650 ST
2018-04-07,Shipped,Wyatt Ltd,Ukraine,23,166.90,Classic Cars,1958 Chevy Corvette Limited Edition
2018-04-02,Shipped,"Saveley & Henriot, Co.",France,44,48.50,Ships,World Model
2018-04-11,Shipped,"Saveley & Henriot, Co.",France,26,165.89,Classic Cars,1982 Lamborghini Diablo
2018-04-11,Shipped,"Saveley & Henriot, Co.",France,25,180.38,Vintage Cars,Arm Series
2018-04-12,Shipped,Tapia Group,Serbia,18,123.88,Trucks and Buses,Business Model
2018-04-12,Shipped,Tapia Group,Serbia,17,218.78,Motorcycles,Choose Replica
2018-04-12,Shipped,Tapia Group,Serbia,33,197.23,Vintage Cars,Mr Edition
2018-04-03,Shipped,Havel & Zbyszek Co,Poland,30,229.08,Trucks and Buses,Season Edition
2018-04-01,Shipped,Flynn Ltd,Ireland,42,236.34,Motorcycles,Walk Replica
2018-04-01,Shipped,Flynn Ltd,Ireland,32,55.95,Vintage Cars,Project Series
2018-04-01,Shipped,Flynn Ltd,Ireland,20,98.01,Classic Cars,North Series
2018-04-01,Shipped,Flynn Ltd,Ireland,18,205.16,Classic Cars,Who Edition
2018-04-20,Shipped,"Raanan Stores, Inc",Israel,50,115.72,Classic Cars,Treatment Model
2018-04-20,Shipped,"Raanan Stores, Inc",Israel,29,72.68,Classic Cars,1952 Alpine Renault 1300
2018-04-20,Shipped,"Raanan Stores, Inc",Israel,12,157.46,Ships,Ever Edition
2018-05-04,Shipped,"Martin, Davies and Williams",Fiji,42,193.83,Classic Cars,Candidate Edition
2018-05-04,Shipped,"Martin, Davies and Williams",Fiji,49,99.34,Ships,18th century schooner
2018-05-04,Shipped,"Martin, Davies and Williams",Fiji,49,100.65,Classic Cars,Pattern Replica
2018-05-01,Shipped,Rovelli Gifts,Italy,34,140.56,Classic Cars,1970 Chevy Chevelle SS 454
2018-05-01,Shipped,Rovelli Gifts,Italy,37,186.77,Motorcycles,1969 Harley Davidson Ultimate Chopper
2018-05-01,Shipped,Rovelli Gifts,Italy,41,121.44,Vintage Cars,Administration Edition
2018-05-24,Shipped,Obrien and Sons,Honduras,27,170.49,Planes,Fish Edition
2018-05-24,Shipped,Obrien and Sons,Honduras,48,141.50,Ships,1999 Yamaha Speed Boat
2018-05-24,Shipped,Obrien and Sons,Honduras,31,53.21,Trucks and Buses,1926 Ford Fire Engine
2018-05-24,Shipped,Obrien and Sons,Honduras,28,78.97,Classic Cars,Among Edition
2018-05-11,Shipped,FunGiftIdeas.com,USA,36,166.06,Trucks and Buses,1940 Ford Pickup Truck
2018-05-11,Shipped,FunGiftIdeas.com,USA,17,120.73,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2018-05-11,Shipped,FunGiftIdeas.com,USA,11,62.29,Classic Cars,1999 Indy 500 Monte Carlo SS
2018-05-11,Shipped,FunGiftIdeas.com,USA,14,98.56,Trucks and Buses,Senior Replica
2018-05-03,Shipped,Precious Collectables,Switzerland,20,23.19,Motorcycles,Like Series
2018-05-03,Shipped,Precious Collectables,Switzerland,47,246.12,Ships,Pont Yacht
2018-05-03,Shipped,Precious Collectables,Switzerland,41,68.49,Classic Cars,2001 Ferrari Enzo
2018-05-03,Shipped,Precious Collectables,Switzerland,31,108.56,Classic Cars,1957 Ford Thunderbird
2018-05-09,Shipped,Fischer-Hernandez,Northern Mariana Islands,35,92.06,Planes,Book Edition
2018-05-09,Shipped,Fischer-Hernandez,Northern Mariana Islands,38,166.84,Vintage Cars,Board Series
2018-05-09,Shipped,Fischer-Hernandez,Northern Mariana Islands,12,111.87,Classic Cars,1970 Plymouth Hemi Cuda
2018-05-10,Shipped,"Cramer SpezialitÃ¤ten, Ltd",Germany,19,210.33,Classic Cars,1970 Triumph Spitfire
2018-05-10,Shipped,"Cramer SpezialitÃ¤ten, Ltd",Germany,47,201.23,Planes,American Airlines: MD-11S
2018-05-10,Shipped,"Cramer SpezialitÃ¤ten, Ltd",Germany,12,123.87,Vintage Cars,1936 Mercedes Benz 500k Roadster
2018-05-07,Shipped,"Vida Sport, Ltd",Switzerland,40,226.37,Classic Cars,2001 Ferrari Enzo
2018-05-07,Shipped,"Vida Sport, Ltd",Switzerland,19,137.38,Vintage Cars,1939 Chevrolet Deluxe Coupe
2018-05-21,Shipped,Precious Collectables,Switzerland,14,130.08,Planes,Price Series
2018-05-18,Shipped,"Bavarian Collectables Imports, Co.",Germany,48,54.06,Vintage Cars,Oil Model
2018-05-18,Shipped,"Bavarian Collectables Imports, Co.",Germany,29,199.07,Motorcycles,1996 Moto Guzzi 1100i
2018-05-18,Shipped,"Bavarian Collectables Imports, Co.",Germany,38,68.43,Vintage Cars,Short Model
2018-05-18,Shipped,"Bavarian Collectables Imports, Co.",Germany,35,130.34,Vintage Cars,Woman Replica
2018-05-21,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,26,74.42,Vintage Cars,1937 Lincoln Berline
2018-05-21,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,40,80.73,Classic Cars,1985 Toyota Supra
2018-05-23,Shipped,Baane Mini Imports,Norway,33,78.39,Ships,Market Series
2018-06-07,Shipped,Montgomery LLC,Bolivia,45,237.66,Vintage Cars,1940 Ford Delivery Sedan
2018-06-07,Shipped,Montgomery LLC,Bolivia,27,69.13,Classic Cars,1969 Dodge Super Bee
2018-06-07,Shipped,"Green, Quinn and Thornton",Hong Kong,42,86.31,Vintage Cars,1913 Ford Model T Speedster
2018-06-07,Shipped,"Green, Quinn and Thornton",Hong Kong,25,28.46,Ships,Garden Series
2018-06-23,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),29,62.00,Vintage Cars,Fine Series
2018-06-23,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),18,245.74,Vintage Cars,Culture Edition
2018-06-23,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),24,127.12,Vintage Cars,Arm Series
2018-06-23,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),22,50.52,Classic Cars,1982 Camaro Z28
2018-06-01,Shipped,"Corrida Auto Replicas, Ltd",Spain,12,175.94,Planes,1900s Vintage Bi-Plane
2018-06-01,Shipped,"Corrida Auto Replicas, Ltd",Spain,31,122.54,Planes,Officer Edition
2018-06-01,Shipped,"Corrida Auto Replicas, Ltd",Spain,17,23.83,Classic Cars,1999 Indy 500 Monte Carlo SS
2018-06-01,Shipped,"Corrida Auto Replicas, Ltd",Spain,26,46.91,Classic Cars,Pattern Replica
2018-06-11,Shipped,Handji Gifts& Co,Singapore,12,106.89,Vintage Cars,Fine Series
2018-06-11,Shipped,Handji Gifts& Co,Singapore,27,100.50,Vintage Cars,Pay Model
2018-06-11,Shipped,Handji Gifts& Co,Singapore,38,80.40,Vintage Cars,Oil Model
2018-06-11,Shipped,Handji Gifts& Co,Singapore,27,212.87,Classic Cars,1970 Plymouth Hemi Cuda
2018-06-25,Shipped,Barton-Gomez,Mali,32,129.40,Classic Cars,Treatment Model
2018-06-25,Shipped,Barton-Gomez,Mali,48,227.04,Trucks and Buses,1962 Volkswagen Microbus
2018-06-20,Shipped,Ruiz Group,Togo,40,174.22,Vintage Cars,Movie Edition
2018-06-20,Shipped,Ruiz Group,Togo,18,237.09,Trucks and Buses,1957 Chevy Pickup
2018-06-20,Shipped,Ruiz Group,Togo,35,37.89,Trucks and Buses,1958 Setra Bus
2018-06-20,Shipped,Ruiz Group,Togo,36,23.95,Motorcycles,Shake Edition
2018-06-13,Shipped,Heintze Collectables,Denmark,44,161.41,Vintage Cars,Short Model
2018-06-13,Shipped,Heintze Collectables,Denmark,18,191.78,Ships,World Model
2018-06-13,Shipped,Heintze Collectables,Denmark,16,59.09,Ships,Dinner Replica
2018-06-13,Shipped,Heintze Collectables,Denmark,45,229.92,Vintage Cars,1903 Ford Model A
2018-06-08,Shipped,Mini Creations Ltd.,USA,23,86.42,Motorcycles,Walk Replica
2018-06-25,Shipped,Super Scale Inc.,USA,17,243.66,Trucks and Buses,Able Series
2018-06-25,Shipped,Super Scale Inc.,USA,19,121.15,Vintage Cars,Cost Edition
2018-06-28,Shipped,"Munoz, Davis and Ramos",Yemen,24,136.10,Ships,Land Series
2018-06-28,Shipped,"Munoz, Davis and Ramos",Yemen,40,66.56,Planes,Price Series
2018-06-28,Shipped,"Munoz, Davis and Ramos",Yemen,13,23.75,Planes,Side Model
2018-06-28,Shipped,"Munoz, Davis and Ramos",Yemen,10,150.67,Classic Cars,Experience Series
2018-06-26,Shipped,West Coast Collectables Co.,USA,10,246.58,Classic Cars,2001 Ferrari Enzo
2018-06-26,Shipped,West Coast Collectables Co.,USA,41,96.44,Vintage Cars,18th Century Vintage Horse Carriage
2018-06-26,Shipped,West Coast Collectables Co.,USA,49,233.37,Vintage Cars,Oil Model
2018-06-15,Shipped,"Sanchez, Ferguson and Morgan",Dominican Republic,37,216.98,Trains,1962 City of Detroit Streetcar
2018-06-15,Shipped,"Sanchez, Ferguson and Morgan",Dominican Republic,42,141.78,Classic Cars,1968 Dodge Charger
2018-06-15,Shipped,"Sanchez, Ferguson and Morgan",Dominican Republic,35,97.38,Vintage Cars,1932 Model A Ford J-Coupe
2018-06-15,Shipped,"Sanchez, Ferguson and Morgan",Dominican Republic,29,238.95,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2018-06-04,Shipped,Martin LLC,Colombia,39,126.48,Classic Cars,Just Series
2018-06-04,Shipped,Martin LLC,Colombia,11,90.54,Classic Cars,Wide Series
2018-06-04,Shipped,Martin LLC,Colombia,11,239.46,Classic Cars,1956 Porsche 356A Coupe
2018-06-16,Shipped,BG&E Collectables,Switzerland,26,79.61,Vintage Cars,Board Series
2018-06-16,Shipped,BG&E Collectables,Switzerland,50,50.57,Planes,F/A 18 Hornet 1/72
2018-06-03,Shipped,Marseille Mini Autos,France,17,226.62,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2018-06-08,Shipped,"Parker, Sherman and Pierce",Malawi,18,53.07,Motorcycles,Like Series
2018-06-08,Shipped,"Parker, Sherman and Pierce",Malawi,11,53.48,Ships,Market Series
2018-06-23,Shipped,"Kelly, King and Dillon",Tonga,35,57.55,Ships,Shoulder Series
2018-07-11,Shipped,Garcia PLC,Greece,14,155.99,Classic Cars,View Model
2018-07-11,Shipped,Garcia PLC,Greece,50,174.19,Trucks and Buses,1940 Ford Pickup Truck
2018-07-14,Shipped,Mini Wheels Co.,USA,36,174.21,Vintage Cars,Become Model
2018-07-14,Shipped,Mini Wheels Co.,USA,25,69.27,Trucks and Buses,1954 Greyhound Scenicruiser
2018-07-24,Shipped,Canadian Gift Exchange Network,Canada,28,36.35,Trucks and Buses,Like Model
2018-07-24,Shipped,Canadian Gift Exchange Network,Canada,41,96.99,Planes,Act Edition
2018-07-24,Shipped,Canadian Gift Exchange Network,Canada,14,54.08,Planes,Corsair F4U ( Bird Cage)
2018-07-24,Shipped,Canadian Gift Exchange Network,Canada,47,102.19,Ships,Cut Edition
2018-07-24,Shipped,"Parker, Sherman and Pierce",Malawi,11,120.84,Vintage Cars,Mr Edition
2018-07-24,Shipped,"Parker, Sherman and Pierce",Malawi,46,248.23,Classic Cars,1969 Ford Falcon
2018-07-06,Shipped,Daedalus Designs Imports,France,12,130.17,Vintage Cars,1917 Maxwell Touring Car
2018-07-06,Shipped,Daedalus Designs Imports,France,38,165.95,Ships,South Model
2018-07-06,Shipped,Daedalus Designs Imports,France,12,157.80,Trucks and Buses,Probably Edition
2018-07-02,Shipped,Corporate Gift Ideas Co.,USA,35,178.67,Trains,1962 City of Detroit Streetcar
2018-07-02,Shipped,Corporate Gift Ideas Co.,USA,16,241.05,Classic Cars,1969 Chevrolet Camaro Z28
2018-07-02,Shipped,Corporate Gift Ideas Co.,USA,45,193.19,Vintage Cars,1911 Ford Town Car
2018-07-12,Shipped,Vitachrome Inc.,USA,33,229.24,Planes,Price Series
2018-07-12,Shipped,Vitachrome Inc.,USA,16,127.45,Vintage Cars,1917 Grand Touring Sedan
2018-07-12,Shipped,Vitachrome Inc.,USA,47,181.36,Motorcycles,Sometimes Replica
2018-07-12,Shipped,Vitachrome Inc.,USA,50,28.83,Planes,Corsair F4U ( Bird Cage)
2018-07-22,Shipped,Bennett Group,Bermuda,12,57.30,Ships,The Queen Mary
2018-07-22,Shipped,Bennett Group,Bermuda,35,190.18,Classic Cars,1956 Porsche 356A Coupe
2018-07-22,Shipped,Bennett Group,Bermuda,19,234.97,Planes,F/A 18 Hornet 1/72
2018-07-19,Shipped,"Johnson, Berger and Thornton",Kiribati,23,65.71,Ships,The Queen Mary
2018-07-19,Shipped,"Johnson, Berger and Thornton",Kiribati,20,51.36,Ships,Dinner Replica
2018-07-19,Shipped,"Johnson, Berger and Thornton",Kiribati,50,51.44,Classic Cars,Treatment Model
2018-07-01,Shipped,"Williamson, Hodge and Hale",Norway,17,49.48,Vintage Cars,Arm Series
2018-08-26,Shipped,Kommission Auto,Germany,23,130.44,Ships,Land Series
2018-08-26,Shipped,Kommission Auto,Germany,12,199.00,Trucks and Buses,Season Series
2018-08-26,Shipped,Kommission Auto,Germany,28,178.03,Planes,Show Replica
2018-08-18,Shipped,"Bavarian Collectables Imports, Co.",Germany,33,51.00,Trucks and Buses,Nature Replica
2018-08-13,Shipped,Ford Inc,Swaziland,28,217.68,Vintage Cars,Interesting Edition
2018-08-13,Shipped,Ford Inc,Swaziland,50,102.79,Trucks and Buses,1954 Greyhound Scenicruiser
2018-08-13,Shipped,Ford Inc,Swaziland,13,78.74,Trucks and Buses,Nature Replica
2018-08-16,Shipped,"Villa, Marks and Wheeler",Rwanda,39,129.58,Vintage Cars,1936 Mercedes Benz 500k Roadster
2018-08-16,Shipped,"Villa, Marks and Wheeler",Rwanda,45,104.87,Trucks and Buses,Life Model
2018-08-16,Shipped,"Villa, Marks and Wheeler",Rwanda,31,31.03,Vintage Cars,Last Model
2018-08-19,Shipped,"Griffin, Powell and Jacobson",Chad,37,248.33,Planes,Corsair F4U ( Bird Cage)
2018-08-16,Shipped,Brown-Lane,Sweden,20,172.19,Classic Cars,Adult Edition
2018-08-16,Shipped,Brown-Lane,Sweden,31,50.08,Vintage Cars,Project Series
2018-08-16,Shipped,Brown-Lane,Sweden,44,94.86,Classic Cars,Who Edition
2018-08-16,Shipped,Brown-Lane,Sweden,50,224.39,Ships,Market Series
2018-08-08,Shipped,Anderson-Johnson,Mauritania,10,188.49,Motorcycles,1982 Ducati 996 R
2018-08-08,Shipped,Anderson-Johnson,Mauritania,32,166.46,Vintage Cars,1937 Lincoln Berline
2018-08-08,Shipped,Anderson-Johnson,Mauritania,38,217.44,Trucks and Buses,Life Model
2018-08-08,Shipped,Anderson-Johnson,Mauritania,37,166.94,Classic Cars,1965 Aston Martin DB5
2018-08-09,Shipped,"Martin, Davies and Williams",Fiji,50,242.17,Vintage Cars,1936 Mercedes Benz 500k Roadster
2018-08-09,Shipped,"Martin, Davies and Williams",Fiji,18,90.52,Vintage Cars,Only Replica
2018-08-09,Shipped,"Martin, Davies and Williams",Fiji,22,70.11,Classic Cars,1966 Shelby Cobra 427 S/C
2018-08-25,Shipped,Payne and Sons,Saint Barthelemy,39,71.27,Classic Cars,Among Edition
2018-08-24,Shipped,Martin LLC,Colombia,40,106.08,Trucks and Buses,Recently Edition
2018-08-25,Shipped,"Welch, Henson and Villarreal",Yemen,49,169.98,Motorcycles,2002 Suzuki XREO
2018-08-26,Shipped,Hamilton-Howell,Sao Tome and Principe,39,154.61,Classic Cars,1970 Triumph Spitfire
2018-08-26,Shipped,Hamilton-Howell,Sao Tome and Principe,16,28.38,Classic Cars,1969 Dodge Charger
2018-08-26,Shipped,Hamilton-Howell,Sao Tome and Principe,47,178.01,Classic Cars,1952 Citroen-15CV
2018-08-13,Shipped,Torres-Elliott,Guatemala,39,231.01,Ships,Work Model
2018-08-13,Shipped,Torres-Elliott,Guatemala,42,131.82,Vintage Cars,1930 Buick Marquette Phaeton
2018-08-21,Shipped,Super Scale Inc.,USA,47,91.72,Motorcycles,Want Edition
2018-08-21,Shipped,Super Scale Inc.,USA,49,150.85,Motorcycles,Walk Replica
2018-08-21,Shipped,Super Scale Inc.,USA,29,108.69,Planes,Boeing X-32A JSF
2018-08-21,Shipped,Super Scale Inc.,USA,41,206.44,Classic Cars,1970 Dodge Coronet
2018-08-16,Shipped,"Volvo Model Replicas, Co",Sweden,26,75.69,Classic Cars,1949 Jaguar XK 120
2018-08-16,Shipped,"Volvo Model Replicas, Co",Sweden,27,117.67,Vintage Cars,Culture Edition
2018-09-24,Shipped,Marta's Replicas Co.,USA,23,199.91,Classic Cars,Safe Edition
2018-09-11,Shipped,Mini Wheels Co.,USA,35,50.20,Ships,Easy Model
2018-09-02,Shipped,Gould Inc,Oman,11,38.61,Classic Cars,Call Replica
2018-09-02,Shipped,Gould Inc,Oman,27,169.92,Planes,1900s Vintage Tri-Plane
2018-09-02,Shipped,Gould Inc,Oman,11,156.37,Motorcycles,Attention Model
2018-09-02,Shipped,Gould Inc,Oman,26,22.69,Planes,Price Series
2018-09-08,Shipped,Boards & Toys Co.,USA,33,119.29,Vintage Cars,1917 Maxwell Touring Car
2018-09-08,Shipped,Boards & Toys Co.,USA,28,135.90,Classic Cars,Adult Edition
2018-09-23,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),18,35.25,Motorcycles,1997 BMW R 1100 S
2018-09-20,Shipped,"Kremlin Collectables, Co.",Russia,25,35.28,Classic Cars,Pattern Replica
2018-09-20,Shipped,"Kremlin Collectables, Co.",Russia,26,214.82,Trucks and Buses,1940 Ford Pickup Truck
2018-09-09,Shipped,Tekni Collectables Inc.,USA,18,153.92,Trucks and Buses,Nature Replica
2018-09-14,Shipped,"Hernandez, Barnett and Meyer",Burkina Faso,15,110.35,Trucks and Buses,Phone Model
2018-09-24,Shipped,Online Mini Collectables,USA,13,199.18,Planes,1980s Black Hawk Helicopter
2018-09-24,Shipped,Online Mini Collectables,USA,43,196.93,Trucks and Buses,1958 Setra Bus
2018-09-24,Shipped,Online Mini Collectables,USA,38,177.69,Classic Cars,1965 Aston Martin DB5
2018-10-19,Shipped,"Blauer See Auto, Co.",Germany,27,196.20,Trucks and Buses,1940s Ford truck
2018-10-19,Shipped,"Blauer See Auto, Co.",Germany,48,108.78,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2018-10-19,Shipped,"Blauer See Auto, Co.",Germany,32,164.83,Trucks and Buses,Fill Replica
2018-10-19,Shipped,"Blauer See Auto, Co.",Germany,27,171.61,Classic Cars,Customer Series
2018-10-12,Shipped,Golden-Martinez,Romania,37,73.87,Trucks and Buses,Performance Model
2018-10-12,Shipped,Golden-Martinez,Romania,20,29.50,Planes,Fish Edition
2018-10-12,Shipped,Golden-Martinez,Romania,37,152.05,Planes,ATA: B757-300
2018-10-12,Shipped,Golden-Martinez,Romania,36,163.85,Ships,Easy Model
2018-10-21,Shipped,Signal Collectibles Ltd.,USA,46,136.32,Vintage Cars,Become Model
2018-10-21,Shipped,Signal Collectibles Ltd.,USA,24,101.91,Ships,The Mayflower
2018-10-21,Shipped,Signal Collectibles Ltd.,USA,19,55.60,Motorcycles,Choose Replica
2018-10-02,Shipped,Havel & Zbyszek Co,Poland,23,66.81,Motorcycles,Like Series
2018-10-02,Shipped,Havel & Zbyszek Co,Poland,25,83.90,Vintage Cars,Movie Edition
2018-10-06,Shipped,Harris-Evans,Greece,34,106.55,Planes,American Airlines: B767-300
2018-10-06,Shipped,Harris-Evans,Greece,20,125.07,Vintage Cars,Letter Model
2018-10-06,Shipped,Harris-Evans,Greece,23,152.98,Classic Cars,1982 Camaro Z28
2018-10-06,Shipped,Harris-Evans,Greece,12,113.15,Trucks and Buses,1940s Ford truck
2018-10-14,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,46,39.82,Trucks and Buses,1954 Greyhound Scenicruiser
2018-10-03,Shipped,"Myers, Collins and Potter",Sao Tome and Principe,30,137.79,Vintage Cars,18th Century Vintage Horse Carriage
2018-10-05,Shipped,"AV Stores, Co.",UK,37,77.39,Ships,South Model
2018-10-16,Shipped,Figueroa-Stanley,Guernsey,41,185.61,Ships,Single Series
2018-10-16,Shipped,Figueroa-Stanley,Guernsey,10,48.95,Vintage Cars,1939 Chevrolet Deluxe Coupe
2018-10-20,Shipped,Kelly-Shepherd,Bosnia and Herzegovina,20,55.09,Classic Cars,1995 Honda Civic
2018-10-11,Shipped,Precious Collectables,Switzerland,47,144.61,Planes,Figure Edition
2018-10-23,Shipped,"Royal Canadian Collectables, Ltd.",Canada,27,224.50,Classic Cars,1969 Ford Falcon
2018-10-23,Shipped,"Royal Canadian Collectables, Ltd.",Canada,21,152.05,Vintage Cars,Only Replica
2018-10-23,Shipped,"Royal Canadian Collectables, Ltd.",Canada,38,115.33,Classic Cars,1982 Camaro Z28
2018-10-17,Shipped,Der Hund Imports,Germany,18,116.55,Trucks and Buses,Price Edition
2018-10-17,Shipped,Der Hund Imports,Germany,24,175.03,Classic Cars,1998 Chrysler Plymouth Prowler
2018-10-17,Shipped,Der Hund Imports,Germany,37,89.36,Planes,1900s Vintage Tri-Plane
2018-10-04,Shipped,"Garcia, Garcia and Riggs",Macao,19,84.83,Motorcycles,1997 BMW R 1100 S
2018-10-27,Shipped,Marta's Replicas Co.,USA,28,71.43,Motorcycles,1997 BMW F650 ST
2018-10-27,Shipped,Marta's Replicas Co.,USA,36,100.01,Classic Cars,1961 Chevrolet Impala
2018-10-13,Shipped,"Oulu Toy Supplies, Inc.",Finland,39,215.01,Classic Cars,1961 Chevrolet Impala
2018-10-13,Shipped,"Oulu Toy Supplies, Inc.",Finland,21,78.92,Ships,The Titanic
2018-10-02,Shipped,"Hernandez, Barnett and Meyer",Burkina Faso,40,62.74,Vintage Cars,Fine Series
2018-10-02,Shipped,"Hernandez, Barnett and Meyer",Burkina Faso,10,70.26,Classic Cars,Everyone Series
2018-10-02,Shipped,"Hernandez, Barnett and Meyer",Burkina Faso,30,117.55,Trains,Collectable Wooden Train
2018-10-02,Shipped,"Hernandez, Barnett and Meyer",Burkina Faso,16,192.20,Planes,Show Replica
2018-11-13,Shipped,Mit VergnÃ¼gen & Co.,Germany,39,51.29,Ships,18th century schooner
2018-11-24,Shipped,Signal Gift Stores,USA,17,174.50,Classic Cars,1949 Jaguar XK 120
2018-11-24,Shipped,Signal Gift Stores,USA,50,104.70,Classic Cars,Just Series
2018-11-24,Shipped,Signal Gift Stores,USA,33,200.85,Motorcycles,Share Edition
2018-11-24,Shipped,Signal Gift Stores,USA,38,93.88,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2018-11-14,Shipped,FunGiftIdeas.com,USA,16,165.92,Classic Cars,1948 Porsche Type 356 Roadster
2018-11-14,Shipped,FunGiftIdeas.com,USA,15,31.14,Classic Cars,1969 Ford Falcon
2018-11-14,Shipped,FunGiftIdeas.com,USA,14,127.22,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2018-11-09,Shipped,Turner-Fowler,Poland,24,108.69,Trucks and Buses,Nature Replica
2018-11-09,Shipped,Turner-Fowler,Poland,27,109.94,Planes,1900s Vintage Bi-Plane
2018-11-09,Shipped,Turner-Fowler,Poland,30,61.81,Ships,Land Series
2018-11-09,Shipped,Turner-Fowler,Poland,39,160.21,Vintage Cars,1930 Buick Marquette Phaeton
2018-11-28,Shipped,American Souvenirs Inc,USA,13,246.77,Classic Cars,1969 Corvair Monza
2018-11-28,Shipped,American Souvenirs Inc,USA,29,73.08,Vintage Cars,New Model
2018-11-08,Shipped,Online Mini Collectables,USA,12,37.99,Vintage Cars,Oil Model
2018-11-08,Shipped,Online Mini Collectables,USA,24,94.63,Vintage Cars,Short Model
2018-11-08,Shipped,Online Mini Collectables,USA,21,234.49,Vintage Cars,Interesting Edition
2018-11-07,Shipped,Auto Canal+ Petit,France,17,114.29,Vintage Cars,1939 Chevrolet Deluxe Coupe
2018-11-07,Shipped,Auto Canal+ Petit,France,25,140.88,Motorcycles,Choose Replica
2018-11-21,Shipped,Mckinney Group,Lebanon,39,68.75,Vintage Cars,1913 Ford Model T Speedster
2018-11-17,Shipped,FunGiftIdeas.com,USA,49,90.92,Planes,Boeing X-32A JSF
2018-11-17,Shipped,FunGiftIdeas.com,USA,14,212.79,Motorcycles,Walk Replica
2018-11-25,Shipped,Tekni Collectables Inc.,USA,10,96.37,Trucks and Buses,1940s Ford truck
2018-11-03,Shipped,Porto Imports Co.,Portugal,18,35.15,Classic Cars,Experience Series
2018-11-19,Shipped,Online Mini Collectables,USA,11,166.53,Vintage Cars,1928 Ford Phaeton Deluxe
2018-11-15,Shipped,Morgan-Nixon,South Africa,31,75.74,Ships,Single Series
2018-11-15,Shipped,Morgan-Nixon,South Africa,20,47.02,Planes,Responsibility Model
2018-11-15,Shipped,Morgan-Nixon,South Africa,50,231.20,Planes,1900s Vintage Tri-Plane
2018-11-13,Shipped,Garrett-Castro,Nicaragua,16,135.80,Planes,Figure Edition
2018-11-13,Shipped,Garrett-Castro,Nicaragua,30,80.04,Planes,Fish Edition
2018-11-13,Shipped,Garrett-Castro,Nicaragua,49,183.75,Ships,Market Series
2018-11-15,Shipped,Fischer-Hernandez,Northern Mariana Islands,33,223.41,Classic Cars,1961 Chevrolet Impala
2018-11-15,Shipped,Fischer-Hernandez,Northern Mariana Islands,13,218.39,Classic Cars,1970 Dodge Coronet
2018-11-05,Shipped,"Nielsen, Good and Morgan",Angola,18,60.61,Classic Cars,1969 Dodge Super Bee
2018-11-06,Shipped,Brown-Lane,Sweden,32,224.32,Ships,Single Series
2018-11-06,Shipped,Brown-Lane,Sweden,40,89.72,Motorcycles,Like Series
2018-11-06,Shipped,Brown-Lane,Sweden,41,41.57,Vintage Cars,Arm Series
2018-12-20,Shipped,"Bavarian Collectables Imports, Co.",Germany,41,117.03,Classic Cars,Customer Series
